Date_Time,Date,Time,Month,Weekday,Day,Day_in_Year,Week,Weekend,Electric_Use,hour,Season,TOU,TOU_Rate,TOU_Cost,Regular_Rate,Regular_Cost,Mean,Max,Min,Minute,elapsed_time
2016-01-03T07:30:00Z,2016-01-03,07:30:00,Jan,Sun,3,3,1,1,0.490776111,7,Winter,Mid-Peak,0.1043,0.025593974,0.11742,0.028813465,0.527923148,1.086616111,0.193113889,30,0.5
2016-01-03T08:00:00Z,2016-01-03,08:00:00,Jan,Sun,3,3,1,1,0.493217222,8,Winter,Mid-Peak,0.1043,0.025721278,0.11742,0.028956783,0.527923148,1.086616111,0.193113889,0,0.5
2016-01-03T08:30:00Z,2016-01-03,08:30:00,Jan,Sun,3,3,1,1,0.439893333,8,Winter,Mid-Peak,0.1043,0.022940437,0.11742,0.025826138,0.527923148,1.086616111,0.193113889,30,0.5
2016-01-03T09:00:00Z,2016-01-03,09:00:00,Jan,Sun,3,3,1,1,0.430471111,9,Winter,Mid-Peak,0.1043,0.022449068,0.11742,0.025272959,0.527923148,1.086616111,0.193113889,0,0.5
2016-01-03T09:30:00Z,2016-01-03,09:30:00,Jan,Sun,3,3,1,1,1.073275556,9,Winter,Mid-Peak,0.1043,0.05597132,0.11742,0.063012008,0.527923148,1.086616111,0.193113889,30,0.5
2016-01-03T10:00:00Z,2016-01-03,10:00:00,Jan,Sun,3,3,1,1,0.796530556,10,Winter,Mid-Peak,0.1043,0.041539068,0.11742,0.046764309,0.527923148,1.086616111,0.193113889,0,0.5
2016-01-03T10:30:00Z,2016-01-03,10:30:00,Jan,Sun,3,3,1,1,0.606393889,10,Winter,Mid-Peak,0.1043,0.031623441,0.11742,0.035601385,0.527923148,1.086616111,0.193113889,30,0.5
2016-01-03T11:00:00Z,2016-01-03,11:00:00,Jan,Sun,3,3,1,1,0.578459444,11,Winter,Mid-Peak,0.1043,0.03016666,0.11742,0.033961354,0.527923148,1.086616111,0.193113889,0,0.5
2016-01-03T11:30:00Z,2016-01-03,11:30:00,Jan,Sun,3,3,1,1,0.740383333,11,Winter,Mid-Peak,0.1043,0.038610991,0.11742,0.043467905,0.527923148,1.086616111,0.193113889,30,0.5
2016-01-03T12:00:00Z,2016-01-03,12:00:00,Jan,Sun,3,3,1,1,0.598315,12,Winter,Mid-Peak,0.1043,0.031202127,0.11742,0.035127074,0.527923148,1.086616111,0.193113889,0,0.5
2016-01-03T12:30:00Z,2016-01-03,12:30:00,Jan,Sun,3,3,1,1,0.552762778,12,Winter,Mid-Peak,0.1043,0.028826579,0.11742,0.032452703,0.527923148,1.086616111,0.193113889,30,0.5
